[ 2014-11-22T08:42:09+08:00 ] /test/ | INFO: Tag[ app_begin ] --START--
[ 2014-11-22T16:05:38+08:00 ] /test/index.php/User/index | INFO: Run ShowRuntime Behavior [ RunTime:0.003247s ]
[ 2014-11-22T16:05:38+08:00 ] /test/index.php/User/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.012875s ]
[ 2014-11-22T16:05:38+08:00 ] /test/index.php/User/index | INFO: Tag[ view_end ] --START--
[ 2014-11-22T16:05:38+08:00 ] /test/index.php/User/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.003620s ]
[ 2014-11-22T16:05:38+08:00 ] /test/index.php/User/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.003828s ]
[ 2014-11-22T16:05:39+08:00 ] /test/index.php/User/resources/images/closelabel.gif | ERR: (ThinkException) 非法操作resources
[ 2014-11-22T16:10:22+08:00 ] /test/index.php/Index/index | INFO: Tag[ route_check ] --START--
[ 2014-11-22T16:10:22+08:00 ] /test/index.php/Index/index | INFO: Run CheckRoute Behavior [ RunTime:0.004608s ]
[ 2014-11-22T16:10:22+08:00 ] /test/index.php/Index/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.005038s ]
[ 2014-11-22T16:10:22+08:00 ] /test/index.php/Index/index | INFO: Tag[ app_begin ] --START--
[ 2014-11-22T16:10:22+08:00 ] /test/index.php/Index/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002505s ]
[ 2014-11-22T16:10:22+08:00 ] /test/index.php/Index/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002796s ]
[ 2014-11-22T16:10:22+08:00 ] /test/index.php/Index/index | INFO: Tag[ view_template ] --START--
[ 2014-11-22T16:10:22+08:00 ] /test/index.php/Index/index | INFO: Run LocationTemplate Behavior [ RunTime:0.007248s ]
[ 2014-11-22T16:10:22+08:00 ] /test/index.php/Index/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.007546s ]
[ 2014-11-22T16:10:22+08:00 ] /test/index.php/Index/index | INFO: Tag[ view_parse ] --START--
[ 2014-11-22T16:10:22+08:00 ] /test/index.php/Index/index | NOTIC: [8] Undefined index:  username d046431aa157c89f3a1c30c426be003b.php 第 14 行.
[ 2014-11-22T16:10:22+08:00 ] /test/index.php/Index/index | INFO: Run ParseTemplate Behavior [ RunTime:0.049917s ]
[ 2014-11-22T16:10:22+08:00 ] /test/index.php/Index/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.050158s ]
[ 2014-11-22T16:10:22+08:00 ] /test/index.php/Index/index | INFO: Tag[ view_filter ] --START--
[ 2014-11-22T16:10:22+08:00 ] /test/index.php/Index/index | INFO: Run ContentReplace Behavior [ RunTime:0.004124s ]
[ 2014-11-22T16:10:22+08:00 ] /test/index.php/Index/index | INFO: Run TokenBuild Behavior [ RunTime:0.003400s ]
[ 2014-11-22T16:10:22+08:00 ] /test/index.php/Index/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.002826s ]
[ 2014-11-22T16:10:22+08:00 ] /test/index.php/Index/index | INFO: Run ShowRuntime Behavior [ RunTime:0.003914s ]
[ 2014-11-22T16:10:22+08:00 ] /test/index.php/Index/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.014880s ]
[ 2014-11-22T16:10:22+08:00 ] /test/index.php/Index/index | INFO: Tag[ view_end ] --START--
[ 2014-11-22T16:10:22+08:00 ] /test/index.php/Index/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.004749s ]
[ 2014-11-22T16:10:22+08:00 ] /test/index.php/Index/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.005074s ]
[ 2014-11-22T16:10:24+08:00 ] /test/index.php/Login/index | INFO: Tag[ route_check ] --START--
[ 2014-11-22T16:10:24+08:00 ] /test/index.php/Login/index | INFO: Run CheckRoute Behavior [ RunTime:0.004400s ]
[ 2014-11-22T16:10:24+08:00 ] /test/index.php/Login/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.004909s ]
[ 2014-11-22T16:10:24+08:00 ] /test/index.php/Login/index | INFO: Tag[ app_begin ] --START--
[ 2014-11-22T16:10:24+08:00 ] /test/index.php/Login/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.003476s ]
[ 2014-11-22T16:10:24+08:00 ] /test/index.php/Login/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.003832s ]
[ 2014-11-22T16:10:24+08:00 ] /test/index.php/Login/index | INFO: Tag[ view_template ] --START--
[ 2014-11-22T16:10:24+08:00 ] /test/index.php/Login/index | INFO: Run LocationTemplate Behavior [ RunTime:0.004909s ]
[ 2014-11-22T16:10:24+08:00 ] /test/index.php/Login/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.005235s ]
[ 2014-11-22T16:10:24+08:00 ] /test/index.php/Login/index | INFO: Tag[ view_parse ] --START--
[ 2014-11-22T16:10:24+08:00 ] /test/index.php/Login/index | INFO: Run ParseTemplate Behavior [ RunTime:0.043759s ]
[ 2014-11-22T16:10:24+08:00 ] /test/index.php/Login/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.044104s ]
[ 2014-11-22T16:10:24+08:00 ] /test/index.php/Login/index | INFO: Tag[ view_filter ] --START--
[ 2014-11-22T16:10:24+08:00 ] /test/index.php/Login/index | INFO: Run ContentReplace Behavior [ RunTime:0.001793s ]
[ 2014-11-22T16:10:24+08:00 ] /test/index.php/Login/index | INFO: Run TokenBuild Behavior [ RunTime:0.002462s ]
[ 2014-11-22T16:10:24+08:00 ] /test/index.php/Login/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001283s ]
[ 2014-11-22T16:10:24+08:00 ] /test/index.php/Login/index | INFO: Run ShowRuntime Behavior [ RunTime:0.002370s ]
[ 2014-11-22T16:10:24+08:00 ] /test/index.php/Login/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.008920s ]
[ 2014-11-22T16:10:24+08:00 ] /test/index.php/Login/index | INFO: Tag[ view_end ] --START--
[ 2014-11-22T16:10:24+08:00 ] /test/index.php/Login/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.003944s ]
[ 2014-11-22T16:10:24+08:00 ] /test/index.php/Login/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.004319s ]
[ 2014-11-22T16:10:25+08:00 ] /test/index.php/Common/verify/ | INFO: Tag[ route_check ] --START--
[ 2014-11-22T16:10:25+08:00 ] /test/index.php/Common/verify/ | INFO: Run CheckRoute Behavior [ RunTime:0.004008s ]
[ 2014-11-22T16:10:25+08:00 ] /test/index.php/Common/verify/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.004628s ]
[ 2014-11-22T16:10:25+08:00 ] /test/index.php/Common/verify/ | INFO: Tag[ app_begin ] --START--
[ 2014-11-22T16:10:25+08:00 ] /test/index.php/Common/verify/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002801s ]
[ 2014-11-22T16:10:25+08:00 ] /test/index.php/Common/verify/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.003161s ]
[ 2014-11-22T16:10:26+08:00 ] /test/index.php/Login/index | INFO: Tag[ route_check ] --START--
[ 2014-11-22T16:10:26+08:00 ] /test/index.php/Login/index | INFO: Run CheckRoute Behavior [ RunTime:0.004055s ]
[ 2014-11-22T16:10:26+08:00 ] /test/index.php/Login/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.004478s ]
[ 2014-11-22T16:10:26+08:00 ] /test/index.php/Login/index | INFO: Tag[ app_begin ] --START--
[ 2014-11-22T16:10:26+08:00 ] /test/index.php/Login/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002472s ]
[ 2014-11-22T16:10:26+08:00 ] /test/index.php/Login/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002741s ]
[ 2014-11-22T16:10:26+08:00 ] /test/index.php/Login/index | INFO: Tag[ view_template ] --START--
[ 2014-11-22T16:10:26+08:00 ] /test/index.php/Login/index | INFO: Run LocationTemplate Behavior [ RunTime:0.001803s ]
[ 2014-11-22T16:10:26+08:00 ] /test/index.php/Login/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.002092s ]
[ 2014-11-22T16:10:26+08:00 ] /test/index.php/Login/index | INFO: Tag[ view_parse ] --START--
[ 2014-11-22T16:10:26+08:00 ] /test/index.php/Login/index | INFO: Run ParseTemplate Behavior [ RunTime:0.042484s ]
[ 2014-11-22T16:10:26+08:00 ] /test/index.php/Login/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.042805s ]
[ 2014-11-22T16:10:26+08:00 ] /test/index.php/Login/index | INFO: Tag[ view_filter ] --START--
[ 2014-11-22T16:10:26+08:00 ] /test/index.php/Login/index | INFO: Run ContentReplace Behavior [ RunTime:0.001790s ]
[ 2014-11-22T16:10:26+08:00 ] /test/index.php/Login/index | INFO: Run TokenBuild Behavior [ RunTime:0.002130s ]
[ 2014-11-22T16:10:26+08:00 ] /test/index.php/Login/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001209s ]
[ 2014-11-22T16:10:26+08:00 ] /test/index.php/Login/index | INFO: Run ShowRuntime Behavior [ RunTime:0.002107s ]
[ 2014-11-22T16:10:26+08:00 ] /test/index.php/Login/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.008053s ]
[ 2014-11-22T16:10:26+08:00 ] /test/index.php/Login/index | INFO: Tag[ view_end ] --START--
[ 2014-11-22T16:10:26+08:00 ] /test/index.php/Login/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.002118s ]
[ 2014-11-22T16:10:26+08:00 ] /test/index.php/Login/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.002438s ]
[ 2014-11-22T16:10:26+08:00 ] /test/index.php/Common/verify/ | INFO: Tag[ route_check ] --START--
[ 2014-11-22T16:10:26+08:00 ] /test/index.php/Common/verify/ | INFO: Run CheckRoute Behavior [ RunTime:0.003964s ]
[ 2014-11-22T16:10:26+08:00 ] /test/index.php/Common/verify/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.004404s ]
[ 2014-11-22T16:10:26+08:00 ] /test/index.php/Common/verify/ | INFO: Tag[ app_begin ] --START--
[ 2014-11-22T16:10:26+08:00 ] /test/index.php/Common/verify/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002605s ]
[ 2014-11-22T16:10:26+08:00 ] /test/index.php/Common/verify/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.003544s ]
[ 2014-11-22T16:10:27+08:00 ] /test/index.php/Register/index | INFO: Tag[ route_check ] --START--
[ 2014-11-22T16:10:27+08:00 ] /test/index.php/Register/index | INFO: Run CheckRoute Behavior [ RunTime:0.010496s ]
[ 2014-11-22T16:10:27+08:00 ] /test/index.php/Register/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.011024s ]
[ 2014-11-22T16:10:27+08:00 ] /test/index.php/Register/index | INFO: Tag[ app_begin ] --START--
[ 2014-11-22T16:10:27+08:00 ] /test/index.php/Register/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.003378s ]
[ 2014-11-22T16:10:27+08:00 ] /test/index.php/Register/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.003850s ]
[ 2014-11-22T16:10:27+08:00 ] /test/index.php/Register/index | SQL: SHOW COLUMNS FROM `tb_security` [ RunTime:0.026966s ]
[ 2014-11-22T16:10:28+08:00 ] /test/index.php/Register/index | SQL: SELECT * FROM `tb_security` ORDER BY sort desc,id desc  [ RunTime:0.053492s ]
[ 2014-11-22T16:10:28+08:00 ] /test/index.php/Register/index | SQL: SHOW COLUMNS FROM `tb_clause` [ RunTime:0.013134s ]
[ 2014-11-22T16:10:28+08:00 ] /test/index.php/Register/index | SQL: SELECT * FROM `tb_clause`  [ RunTime:0.032738s ]
[ 2014-11-22T16:10:28+08:00 ] /test/index.php/Register/index | INFO: Tag[ view_template ] --START--
[ 2014-11-22T16:10:28+08:00 ] /test/index.php/Register/index | INFO: Run LocationTemplate Behavior [ RunTime:0.008022s ]
[ 2014-11-22T16:10:28+08:00 ] /test/index.php/Register/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.008318s ]
[ 2014-11-22T16:10:28+08:00 ] /test/index.php/Register/index | INFO: Tag[ view_parse ] --START--
[ 2014-11-22T16:10:28+08:00 ] /test/index.php/Register/index | INFO: Run ParseTemplate Behavior [ RunTime:0.071912s ]
[ 2014-11-22T16:10:28+08:00 ] /test/index.php/Register/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.072198s ]
[ 2014-11-22T16:10:28+08:00 ] /test/index.php/Register/index | INFO: Tag[ view_filter ] --START--
[ 2014-11-22T16:10:28+08:00 ] /test/index.php/Register/index | INFO: Run ContentReplace Behavior [ RunTime:0.001745s ]
[ 2014-11-22T16:10:28+08:00 ] /test/index.php/Register/index | INFO: Run TokenBuild Behavior [ RunTime:0.002044s ]
[ 2014-11-22T16:10:28+08:00 ] /test/index.php/Register/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001185s ]
[ 2014-11-22T16:10:28+08:00 ] /test/index.php/Register/index | INFO: Run ShowRuntime Behavior [ RunTime:0.001921s ]
[ 2014-11-22T16:10:28+08:00 ] /test/index.php/Register/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007571s ]
[ 2014-11-22T16:10:28+08:00 ] /test/index.php/Register/index | INFO: Tag[ view_end ] --START--
[ 2014-11-22T16:10:28+08:00 ] /test/index.php/Register/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.002322s ]
[ 2014-11-22T16:10:28+08:00 ] /test/index.php/Register/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.002633s ]
[ 2014-11-22T16:11:32+08:00 ] /test/index.php/Index/index/username/ruby97 | INFO: Tag[ route_check ] --START--
[ 2014-11-22T16:11:32+08:00 ] /test/index.php/Index/index/username/ruby97 | INFO: Run CheckRoute Behavior [ RunTime:0.003541s ]
[ 2014-11-22T16:11:32+08:00 ] /test/index.php/Index/index/username/ruby97 | INFO: Tag[ route_check ] --END-- [ RunTime:0.003925s ]
[ 2014-11-22T16:11:32+08:00 ] /test/index.php/Index/index/username/ruby97 | INFO: Tag[ app_begin ] --START--
[ 2014-11-22T16:11:32+08:00 ] /test/index.php/Index/index/username/ruby97 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002273s ]
[ 2014-11-22T16:11:32+08:00 ] /test/index.php/Index/index/username/ruby97 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002537s ]
[ 2014-11-22T16:11:32+08:00 ] /test/index.php/Index/index/username/ruby97 | INFO: Tag[ view_template ] --START--
[ 2014-11-22T16:11:32+08:00 ] /test/index.php/Index/index/username/ruby97 | INFO: Run LocationTemplate Behavior [ RunTime:0.001610s ]
[ 2014-11-22T16:11:32+08:00 ] /test/index.php/Index/index/username/ruby97 | INFO: Tag[ view_template ] --END-- [ RunTime:0.001884s ]
[ 2014-11-22T16:11:32+08:00 ] /test/index.php/Index/index/username/ruby97 | INFO: Tag[ view_parse ] --START--
[ 2014-11-22T16:11:32+08:00 ] /test/index.php/Index/index/username/ruby97 | INFO: Run ParseTemplate Behavior [ RunTime:0.047049s ]
[ 2014-11-22T16:11:32+08:00 ] /test/index.php/Index/index/username/ruby97 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.047350s ]
[ 2014-11-22T16:11:32+08:00 ] /test/index.php/Index/index/username/ruby97 | INFO: Tag[ view_filter ] --START--
[ 2014-11-22T16:11:32+08:00 ] /test/index.php/Index/index/username/ruby97 | INFO: Run ContentReplace Behavior [ RunTime:0.001620s ]
[ 2014-11-22T16:11:32+08:00 ] /test/index.php/Index/index/username/ruby97 | INFO: Run TokenBuild Behavior [ RunTime:0.001757s ]
[ 2014-11-22T16:11:32+08:00 ] /test/index.php/Index/index/username/ruby97 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001335s ]
[ 2014-11-22T16:11:32+08:00 ] /test/index.php/Index/index/username/ruby97 | INFO: Run ShowRuntime Behavior [ RunTime:0.002115s ]
[ 2014-11-22T16:11:32+08:00 ] /test/index.php/Index/index/username/ruby97 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007573s ]
[ 2014-11-22T16:11:32+08:00 ] /test/index.php/Index/index/username/ruby97 | INFO: Tag[ view_end ] --START--
[ 2014-11-22T16:11:32+08:00 ] /test/index.php/Index/index/username/ruby97 | INFO: Run ShowPageTrace Behavior [ RunTime:0.002519s ]
[ 2014-11-22T16:11:32+08:00 ] /test/index.php/Index/index/username/ruby97 | INFO: Tag[ view_end ] --END-- [ RunTime:0.002800s ]
[ 2014-11-22T16:12:11+08:00 ] /test/index.php/Register/chkverify?verify=a5682e76a67c6a4c8750eb358e3a0a79&email=1040591521@qq.com | INFO: Tag[ route_check ] --START--
[ 2014-11-22T16:12:11+08:00 ] /test/index.php/Register/chkverify?verify=a5682e76a67c6a4c8750eb358e3a0a79&email=1040591521@qq.com | INFO: Run CheckRoute Behavior [ RunTime:0.004330s ]
[ 2014-11-22T16:12:11+08:00 ] /test/index.php/Register/chkverify?verify=a5682e76a67c6a4c8750eb358e3a0a79&email=1040591521@qq.com | INFO: Tag[ route_check ] --END-- [ RunTime:0.004741s ]
[ 2014-11-22T16:12:11+08:00 ] /test/index.php/Register/chkverify?verify=a5682e76a67c6a4c8750eb358e3a0a79&email=1040591521@qq.com | INFO: Tag[ app_begin ] --START--
[ 2014-11-22T16:12:11+08:00 ] /test/index.php/Register/chkverify?verify=a5682e76a67c6a4c8750eb358e3a0a79&email=1040591521@qq.com | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002557s ]
[ 2014-11-22T16:12:11+08:00 ] /test/index.php/Register/chkverify?verify=a5682e76a67c6a4c8750eb358e3a0a79&email=1040591521@qq.com | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002844s ]
[ 2014-11-22T16:12:11+08:00 ] /test/index.php/Register/chkverify?verify=a5682e76a67c6a4c8750eb358e3a0a79&email=1040591521@qq.com | SQL: SHOW COLUMNS FROM `tb_verification` [ RunTime:0.018422s ]
[ 2014-11-22T16:12:11+08:00 ] /test/index.php/Register/chkverify?verify=a5682e76a67c6a4c8750eb358e3a0a79&email=1040591521@qq.com | SQL: SELECT * FROM `tb_verification` WHERE verification ='a5682e76a67c6a4c8750eb358e3a0a79' LIMIT 1   [ RunTime:0.012606s ]
[ 2014-11-22T16:12:11+08:00 ] /test/index.php/Register/chkverify?verify=a5682e76a67c6a4c8750eb358e3a0a79&email=1040591521@qq.com | SQL: SHOW COLUMNS FROM `tb_user` [ RunTime:0.017417s ]
[ 2014-11-22T16:12:11+08:00 ] /test/index.php/Register/chkverify?verify=a5682e76a67c6a4c8750eb358e3a0a79&email=1040591521@qq.com | SQL: UPDATE `tb_user` SET `userstatus`=1 WHERE useremail = '1040591521@qq.com' [ RunTime:0.006881s ]
[ 2014-11-22T16:12:11+08:00 ] /test/index.php/Register/chkverify?verify=a5682e76a67c6a4c8750eb358e3a0a79&email=1040591521@qq.com | INFO: Tag[ view_template ] --START--
[ 2014-11-22T16:12:11+08:00 ] /test/index.php/Register/chkverify?verify=a5682e76a67c6a4c8750eb358e3a0a79&email=1040591521@qq.com | INFO: Run LocationTemplate Behavior [ RunTime:0.005433s ]
[ 2014-11-22T16:12:11+08:00 ] /test/index.php/Register/chkverify?verify=a5682e76a67c6a4c8750eb358e3a0a79&email=1040591521@qq.com | INFO: Tag[ view_template ] --END-- [ RunTime:0.005783s ]
[ 2014-11-22T16:12:11+08:00 ] /test/index.php/Register/chkverify?verify=a5682e76a67c6a4c8750eb358e3a0a79&email=1040591521@qq.com | INFO: Tag[ view_parse ] --START--
[ 2014-11-22T16:12:11+08:00 ] /test/index.php/Register/chkverify?verify=a5682e76a67c6a4c8750eb358e3a0a79&email=1040591521@qq.com | INFO: Run ParseTemplate Behavior [ RunTime:0.061585s ]
[ 2014-11-22T16:12:11+08:00 ] /test/index.php/Register/chkverify?verify=a5682e76a67c6a4c8750eb358e3a0a79&email=1040591521@qq.com | INFO: Tag[ view_parse ] --END-- [ RunTime:0.061889s ]
[ 2014-11-22T16:12:11+08:00 ] /test/index.php/Register/chkverify?verify=a5682e76a67c6a4c8750eb358e3a0a79&email=1040591521@qq.com | INFO: Tag[ view_filter ] --START--
[ 2014-11-22T16:12:11+08:00 ] /test/index.php/Register/chkverify?verify=a5682e76a67c6a4c8750eb358e3a0a79&email=1040591521@qq.com | INFO: Run ContentReplace Behavior [ RunTime:0.001393s ]
[ 2014-11-22T16:12:11+08:00 ] /test/index.php/Register/chkverify?verify=a5682e76a67c6a4c8750eb358e3a0a79&email=1040591521@qq.com | INFO: Run TokenBuild Behavior [ RunTime:0.001578s ]
[ 2014-11-22T16:12:11+08:00 ] /test/index.php/Register/chkverify?verify=a5682e76a67c6a4c8750eb358e3a0a79&email=1040591521@qq.com | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001205s ]
[ 2014-11-22T16:12:11+08:00 ] /test/index.php/Register/chkverify?verify=a5682e76a67c6a4c8750eb358e3a0a79&email=1040591521@qq.com | INFO: Run ShowRuntime Behavior [ RunTime:0.001744s ]
[ 2014-11-22T16:12:11+08:00 ] /test/index.php/Register/chkverify?verify=a5682e76a67c6a4c8750eb358e3a0a79&email=1040591521@qq.com | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006647s ]
[ 2014-11-22T16:12:11+08:00 ] /test/index.php/Register/chkverify?verify=a5682e76a67c6a4c8750eb358e3a0a79&email=1040591521@qq.com | INFO: Tag[ view_end ] --START--
[ 2014-11-22T16:12:11+08:00 ] /test/index.php/Register/chkverify?verify=a5682e76a67c6a4c8750eb358e3a0a79&email=1040591521@qq.com | INFO: Run ShowPageTrace Behavior [ RunTime:0.002085s ]
[ 2014-11-22T16:12:11+08:00 ] /test/index.php/Register/chkverify?verify=a5682e76a67c6a4c8750eb358e3a0a79&email=1040591521@qq.com | INFO: Tag[ view_end ] --END-- [ RunTime:0.002369s ]
[ 2014-11-22T16:12:12+08:00 ] /test/index.php/Login/index/ | INFO: Tag[ route_check ] --START--
[ 2014-11-22T16:12:12+08:00 ] /test/index.php/Login/index/ | INFO: Run CheckRoute Behavior [ RunTime:0.008594s ]
[ 2014-11-22T16:12:12+08:00 ] /test/index.php/Login/index/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.009052s ]
[ 2014-11-22T16:12:12+08:00 ] /test/index.php/Login/index/ | INFO: Tag[ app_begin ] --START--
[ 2014-11-22T16:12:12+08:00 ] /test/index.php/Login/index/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002708s ]
[ 2014-11-22T16:12:12+08:00 ] /test/index.php/Login/index/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.003005s ]
[ 2014-11-22T16:12:12+08:00 ] /test/index.php/Login/index/ | INFO: Tag[ view_template ] --START--
[ 2014-11-22T16:12:12+08:00 ] /test/index.php/Login/index/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001877s ]
[ 2014-11-22T16:12:12+08:00 ] /test/index.php/Login/index/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.002247s ]
[ 2014-11-22T16:12:12+08:00 ] /test/index.php/Login/index/ | INFO: Tag[ view_parse ] --START--
[ 2014-11-22T16:12:13+08:00 ] /test/index.php/Login/index/ | INFO: Run ParseTemplate Behavior [ RunTime:0.037863s ]
[ 2014-11-22T16:12:13+08:00 ] /test/index.php/Login/index/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.038201s ]
[ 2014-11-22T16:12:13+08:00 ] /test/index.php/Login/index/ | INFO: Tag[ view_filter ] --START--
[ 2014-11-22T16:12:13+08:00 ] /test/index.php/Login/index/ | INFO: Run ContentReplace Behavior [ RunTime:0.001725s ]
[ 2014-11-22T16:12:13+08:00 ] /test/index.php/Login/index/ | INFO: Run TokenBuild Behavior [ RunTime:0.001917s ]
[ 2014-11-22T16:12:13+08:00 ] /test/index.php/Login/index/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001028s ]
[ 2014-11-22T16:12:13+08:00 ] /test/index.php/Login/index/ | INFO: Run ShowRuntime Behavior [ RunTime:0.002042s ]
[ 2014-11-22T16:12:13+08:00 ] /test/index.php/Login/index/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007415s ]
[ 2014-11-22T16:12:13+08:00 ] /test/index.php/Login/index/ | INFO: Tag[ view_end ] --START--
[ 2014-11-22T16:12:13+08:00 ] /test/index.php/Login/index/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.002220s ]
[ 2014-11-22T16:12:13+08:00 ] /test/index.php/Login/index/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.002495s ]
[ 2014-11-22T16:12:13+08:00 ] /test/index.php/Common/verify/ | INFO: Tag[ route_check ] --START--
[ 2014-11-22T16:12:13+08:00 ] /test/index.php/Common/verify/ | INFO: Run CheckRoute Behavior [ RunTime:0.003925s ]
[ 2014-11-22T16:12:13+08:00 ] /test/index.php/Common/verify/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.004314s ]
[ 2014-11-22T16:12:13+08:00 ] /test/index.php/Common/verify/ | INFO: Tag[ app_begin ] --START--
[ 2014-11-22T16:12:13+08:00 ] /test/index.php/Common/verify/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002680s ]
[ 2014-11-22T16:12:13+08:00 ] /test/index.php/Common/verify/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.003003s ]
[ 2014-11-22T16:13:04+08:00 ] /test/index.php/Login/index/ | INFO: Tag[ route_check ] --START--
[ 2014-11-22T16:13:04+08:00 ] /test/index.php/Login/index/ | INFO: Run CheckRoute Behavior [ RunTime:0.006308s ]
[ 2014-11-22T16:13:04+08:00 ] /test/index.php/Login/index/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.006790s ]
[ 2014-11-22T16:13:04+08:00 ] /test/index.php/Login/index/ | INFO: Tag[ app_begin ] --START--
[ 2014-11-22T16:13:04+08:00 ] /test/index.php/Login/index/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.012234s ]
[ 2014-11-22T16:13:04+08:00 ] /test/index.php/Login/index/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.012574s ]
[ 2014-11-22T16:13:04+08:00 ] /test/index.php/Login/index/ | INFO: Tag[ view_template ] --START--
[ 2014-11-22T16:13:04+08:00 ] /test/index.php/Login/index/ | INFO: Run LocationTemplate Behavior [ RunTime:0.005584s ]
[ 2014-11-22T16:13:04+08:00 ] /test/index.php/Login/index/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.005933s ]
[ 2014-11-22T16:13:04+08:00 ] /test/index.php/Login/index/ | INFO: Tag[ view_parse ] --START--
[ 2014-11-22T16:13:04+08:00 ] /test/index.php/Login/index/ | INFO: Run ParseTemplate Behavior [ RunTime:0.040435s ]
[ 2014-11-22T16:13:04+08:00 ] /test/index.php/Login/index/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.040764s ]
[ 2014-11-22T16:13:04+08:00 ] /test/index.php/Login/index/ | INFO: Tag[ view_filter ] --START--
[ 2014-11-22T16:13:04+08:00 ] /test/index.php/Login/index/ | INFO: Run ContentReplace Behavior [ RunTime:0.001652s ]
[ 2014-11-22T16:13:04+08:00 ] /test/index.php/Login/index/ | INFO: Run TokenBuild Behavior [ RunTime:0.002626s ]
[ 2014-11-22T16:13:04+08:00 ] /test/index.php/Login/index/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001440s ]
[ 2014-11-22T16:13:04+08:00 ] /test/index.php/Login/index/ | INFO: Run ShowRuntime Behavior [ RunTime:0.002288s ]
[ 2014-11-22T16:13:04+08:00 ] /test/index.php/Login/index/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.008811s ]
